U855@DOM1~C2923,4041,0,7,7,4,2,1.7500,3.5000,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0,-0.0002
ANONYMOUS LOGON@C1065~C4444,2270,0,1,1,1,1,1.0000,1.0000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.0004
C3245$@DOM1~C1065,6809,0,1,1,1,1,1.0000,1.0000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.0001
C510$@DOM1~C510,7894,0,7,7,5,2,1.4000,3.5000,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0,-0.0001
C2283$@DOM1~C2283,4818,0,11,11,3,2,3.6667,5.5000,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,11,0,-0.0002
C1399$@DOM1~C1798,4203,0,1,1,1,1,1.0000,1.0000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.0002
C293$@DOM1~C1798,4161,0,1,1,1,1,1.0000,1.0000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.0002
C4585$@DOM1~C4585,6745,0,8,8,3,2,2.6667,4.0000,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,8,0,-0.0001
C1010$@DOM1~C1010,6578,0,12,12,4,2,3.0000,6.0000,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,-0.0002
C2486$@DOM1~C2486,4865,0,12,12,4,2,3.0000,6.0000,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,-0.0002
U149@DOM1~C444,2715,0,13,13,6,2,2.1667,6.5000,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,13,0,-0.0004
C5467$@DOM1~C5467,3030,0,12,12,4,2,3.0000,6.0000,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,-0.0003
C3780$@DOM1~C3780,289,0,20,20,2,2,10.0000,10.0000,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,20,0,-0.0035
