U737@DOM1~C19932,464545,578386,32,32,8,2,4.0000,16.0000,0,28,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,32,0,0.0000
U737@DOM1~C19932,578438,584296,10,10,5,2,2.0000,5.0000,0,9,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,10,0,0.0002
U737@DOM1~C19932,584564,735368,45,45,7,2,6.4286,22.5000,0,41,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,45,0,0.0000
U3486@DOM1~C22409,830008,830012,2,2,2,2,1.0000,1.0000,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0.2500
U3486@DOM1~C22409,830012,830602,19,19,6,2,3.1667,9.5000,0,18,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,19,0,0.0017
U3486@DOM1~C22409,830602,1065627,12,12,5,2,2.4000,6.0000,0,11,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,12,0,0.0000
U3486@DOM1~C22409,1065627,1065632,3,3,3,2,1.0000,1.5000,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0.2000
U3486@DOM1~C22409,1065633,1068879,5,5,5,2,1.0000,2.5000,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0.0003
U3486@DOM1~C22409,1068879,1080070,15,15,5,2,3.0000,7.5000,0,14,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,15,0,0.0001
U3486@DOM1~C22409,1080070,1088031,8,8,3,2,2.6667,4.0000,0,7,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,8,0,0.0001
U3486@DOM1~C22409,1088031,1092400,30,30,9,2,3.3333,15.0000,0,29,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,30,0,0.0002
U737@DOM1~C19932,1089597,1165436,14,14,6,2,2.3333,7.0000,0,11,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,14,0,0.0000
