C3657$@DOM1~C3657,4958,0,26,26,10,2,2.6000,13.0000,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,26,0,-0.0002
C1267$@DOM1~C1267,5257,0,14,14,4,2,3.5000,7.0000,0,12,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,14,0,-0.0002
C4740$@DOM1~C4740,3618,0,15,15,2,2,7.5000,7.5000,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,15,0,-0.0003
ANONYMOUS LOGON@C2106~C2137,1585,0,4,4,2,2,2.0000,2.0000,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,-0.0006
C5506$@DOM1~C5506,7622,0,4,4,2,2,2.0000,2.0000,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,-0.0001
C286$@DOM1~C286,5373,0,21,21,6,2,3.5000,10.5000,0,19,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,21,0,-0.0002
ANONYMOUS LOGON@C586~C826,335,0,23,23,2,2,11.5000,11.5000,0,0,0,0,0,0,0,0,0,0,23,0,0,2,0,0,0,0,0,0,0,0,1,0,23,0,-0.0030
U1702@DOM1~C4804,324,0,14,14,2,2,7.0000,7.0000,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,1,0,0,14,-0.0031
ANONYMOUS LOGON@C2106~C3410,8440,0,1,1,1,1,1.0000,1.0000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.0001
C111$@DOM1~C1798,2043,0,1,1,1,1,1.0000,1.0000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.0005
C4934$@DOM1~C1521,615,0,2,2,2,2,1.0000,1.0000,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,-0.0016
C148$@DOM1~C148,3464,0,21,21,5,2,4.2000,10.5000,0,19,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,21,0,-0.0003
C1573$@DOM1~C1798,6358,0,1,1,1,1,1.0000,1.0000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.0002
C738$@DOM1~C738,5315,0,12,12,5,2,2.4000,6.0000,0,11,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,-0.0002
C66$@DOM1~C1798,2352,0,2,2,2,2,1.0000,1.0000,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,-0.0004
U129@DOM1~C419,1,22,1,1,1,1,1.0000,1.0000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0476
U33@C1700~C1700,11,22,1,1,1,1,1.0000,1.0000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0909
U3@DOM1~C419,16,22,1,1,1,1,1.0000,1.0000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.1667
U48@DOM1~C419,16,22,1,1,1,1,1.0000,1.0000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.1667
U94@DOM1~C1679,17,22,1,1,1,1,1.0000,1.0000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.2000
C26$@DOM1~C26,21,23,3,3,3,2,1.0000,1.5000,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0.5000
